index,unit1_pwr_60ghz_1,unit1_pwr_60ghz_2,unit1_pwr_60ghz_3,unit1_pwr_60ghz_4,unit1_pwr_60ghz_5,unit1_pwr_60ghz_6,unit1_pwr_60ghz_7,unit1_pwr_60ghz_8
50,./unit1/mmWave_data/mmWave_power_6691.txt,./unit1/mmWave_data/mmWave_power_6692.txt,./unit1/mmWave_data/mmWave_power_6693.txt,./unit1/mmWave_data/mmWave_power_6694.txt,./unit1/mmWave_data/mmWave_power_6695.txt,./unit1/mmWave_data/mmWave_power_6696.txt,./unit1/mmWave_data/mmWave_power_6697.txt,./unit1/mmWave_data/mmWave_power_6698.txt
51,./unit1/mmWave_data/mmWave_power_6692.txt,./unit1/mmWave_data/mmWave_power_6693.txt,./unit1/mmWave_data/mmWave_power_6694.txt,./unit1/mmWave_data/mmWave_power_6695.txt,./unit1/mmWave_data/mmWave_power_6696.txt,./unit1/mmWave_data/mmWave_power_6697.txt,./unit1/mmWave_data/mmWave_power_6698.txt,./unit1/mmWave_data/mmWave_power_6699.txt
52,./unit1/mmWave_data/mmWave_power_6693.txt,./unit1/mmWave_data/mmWave_power_6694.txt,./unit1/mmWave_data/mmWave_power_6695.txt,./unit1/mmWave_data/mmWave_power_6696.txt,./unit1/mmWave_data/mmWave_power_6697.txt,./unit1/mmWave_data/mmWave_power_6698.txt,./unit1/mmWave_data/mmWave_power_6699.txt,./unit1/mmWave_data/mmWave_power_6700.txt
53,./unit1/mmWave_data/mmWave_power_6694.txt,./unit1/mmWave_data/mmWave_power_6695.txt,./unit1/mmWave_data/mmWave_power_6696.txt,./unit1/mmWave_data/mmWave_power_6697.txt,./unit1/mmWave_data/mmWave_power_6698.txt,./unit1/mmWave_data/mmWave_power_6699.txt,./unit1/mmWave_data/mmWave_power_6700.txt,./unit1/mmWave_data/mmWave_power_6701.txt
54,./unit1/mmWave_data/mmWave_power_6695.txt,./unit1/mmWave_data/mmWave_power_6696.txt,./unit1/mmWave_data/mmWave_power_6697.txt,./unit1/mmWave_data/mmWave_power_6698.txt,./unit1/mmWave_data/mmWave_power_6699.txt,./unit1/mmWave_data/mmWave_power_6700.txt,./unit1/mmWave_data/mmWave_power_6701.txt,./unit1/mmWave_data/mmWave_power_6702.txt
55,./unit1/mmWave_data/mmWave_power_6696.txt,./unit1/mmWave_data/mmWave_power_6697.txt,./unit1/mmWave_data/mmWave_power_6698.txt,./unit1/mmWave_data/mmWave_power_6699.txt,./unit1/mmWave_data/mmWave_power_6700.txt,./unit1/mmWave_data/mmWave_power_6701.txt,./unit1/mmWave_data/mmWave_power_6702.txt,./unit1/mmWave_data/mmWave_power_6703.txt
56,./unit1/mmWave_data/mmWave_power_6697.txt,./unit1/mmWave_data/mmWave_power_6698.txt,./unit1/mmWave_data/mmWave_power_6699.txt,./unit1/mmWave_data/mmWave_power_6700.txt,./unit1/mmWave_data/mmWave_power_6701.txt,./unit1/mmWave_data/mmWave_power_6702.txt,./unit1/mmWave_data/mmWave_power_6703.txt,./unit1/mmWave_data/mmWave_power_6704.txt
57,./unit1/mmWave_data/mmWave_power_6698.txt,./unit1/mmWave_data/mmWave_power_6699.txt,./unit1/mmWave_data/mmWave_power_6700.txt,./unit1/mmWave_data/mmWave_power_6701.txt,./unit1/mmWave_data/mmWave_power_6702.txt,./unit1/mmWave_data/mmWave_power_6703.txt,./unit1/mmWave_data/mmWave_power_6704.txt,./unit1/mmWave_data/mmWave_power_6705.txt
58,./unit1/mmWave_data/mmWave_power_6699.txt,./unit1/mmWave_data/mmWave_power_6700.txt,./unit1/mmWave_data/mmWave_power_6701.txt,./unit1/mmWave_data/mmWave_power_6702.txt,./unit1/mmWave_data/mmWave_power_6703.txt,./unit1/mmWave_data/mmWave_power_6704.txt,./unit1/mmWave_data/mmWave_power_6705.txt,./unit1/mmWave_data/mmWave_power_6706.txt
59,./unit1/mmWave_data/mmWave_power_9937.txt,./unit1/mmWave_data/mmWave_power_9938.txt,./unit1/mmWave_data/mmWave_power_9939.txt,./unit1/mmWave_data/mmWave_power_9940.txt,./unit1/mmWave_data/mmWave_power_9941.txt,./unit1/mmWave_data/mmWave_power_9942.txt,./unit1/mmWave_data/mmWave_power_9943.txt,./unit1/mmWave_data/mmWave_power_9944.txt
60,./unit1/mmWave_data/mmWave_power_9938.txt,./unit1/mmWave_data/mmWave_power_9939.txt,./unit1/mmWave_data/mmWave_power_9940.txt,./unit1/mmWave_data/mmWave_power_9941.txt,./unit1/mmWave_data/mmWave_power_9942.txt,./unit1/mmWave_data/mmWave_power_9943.txt,./unit1/mmWave_data/mmWave_power_9944.txt,./unit1/mmWave_data/mmWave_power_9945.txt
61,./unit1/mmWave_data/mmWave_power_9939.txt,./unit1/mmWave_data/mmWave_power_9940.txt,./unit1/mmWave_data/mmWave_power_9941.txt,./unit1/mmWave_data/mmWave_power_9942.txt,./unit1/mmWave_data/mmWave_power_9943.txt,./unit1/mmWave_data/mmWave_power_9944.txt,./unit1/mmWave_data/mmWave_power_9945.txt,./unit1/mmWave_data/mmWave_power_9946.txt
62,./unit1/mmWave_data/mmWave_power_9940.txt,./unit1/mmWave_data/mmWave_power_9941.txt,./unit1/mmWave_data/mmWave_power_9942.txt,./unit1/mmWave_data/mmWave_power_9943.txt,./unit1/mmWave_data/mmWave_power_9944.txt,./unit1/mmWave_data/mmWave_power_9945.txt,./unit1/mmWave_data/mmWave_power_9946.txt,./unit1/mmWave_data/mmWave_power_9947.txt
63,./unit1/mmWave_data/mmWave_power_9941.txt,./unit1/mmWave_data/mmWave_power_9942.txt,./unit1/mmWave_data/mmWave_power_9943.txt,./unit1/mmWave_data/mmWave_power_9944.txt,./unit1/mmWave_data/mmWave_power_9945.txt,./unit1/mmWave_data/mmWave_power_9946.txt,./unit1/mmWave_data/mmWave_power_9947.txt,./unit1/mmWave_data/mmWave_power_9948.txt
64,./unit1/mmWave_data/mmWave_power_9942.txt,./unit1/mmWave_data/mmWave_power_9943.txt,./unit1/mmWave_data/mmWave_power_9944.txt,./unit1/mmWave_data/mmWave_power_9945.txt,./unit1/mmWave_data/mmWave_power_9946.txt,./unit1/mmWave_data/mmWave_power_9947.txt,./unit1/mmWave_data/mmWave_power_9948.txt,./unit1/mmWave_data/mmWave_power_9949.txt
65,./unit1/mmWave_data/mmWave_power_9943.txt,./unit1/mmWave_data/mmWave_power_9944.txt,./unit1/mmWave_data/mmWave_power_9945.txt,./unit1/mmWave_data/mmWave_power_9946.txt,./unit1/mmWave_data/mmWave_power_9947.txt,./unit1/mmWave_data/mmWave_power_9948.txt,./unit1/mmWave_data/mmWave_power_9949.txt,./unit1/mmWave_data/mmWave_power_9950.txt
66,./unit1/mmWave_data/mmWave_power_9944.txt,./unit1/mmWave_data/mmWave_power_9945.txt,./unit1/mmWave_data/mmWave_power_9946.txt,./unit1/mmWave_data/mmWave_power_9947.txt,./unit1/mmWave_data/mmWave_power_9948.txt,./unit1/mmWave_data/mmWave_power_9949.txt,./unit1/mmWave_data/mmWave_power_9950.txt,./unit1/mmWave_data/mmWave_power_9951.txt
67,./unit1/mmWave_data/mmWave_power_9945.txt,./unit1/mmWave_data/mmWave_power_9946.txt,./unit1/mmWave_data/mmWave_power_9947.txt,./unit1/mmWave_data/mmWave_power_9948.txt,./unit1/mmWave_data/mmWave_power_9949.txt,./unit1/mmWave_data/mmWave_power_9950.txt,./unit1/mmWave_data/mmWave_power_9951.txt,./unit1/mmWave_data/mmWave_power_9952.txt
68,./unit1/mmWave_data/mmWave_power_9946.txt,./unit1/mmWave_data/mmWave_power_9947.txt,./unit1/mmWave_data/mmWave_power_9948.txt,./unit1/mmWave_data/mmWave_power_9949.txt,./unit1/mmWave_data/mmWave_power_9950.txt,./unit1/mmWave_data/mmWave_power_9951.txt,./unit1/mmWave_data/mmWave_power_9952.txt,./unit1/mmWave_data/mmWave_power_9953.txt
